AcceptedTaxonID	Kingdom	Phylum	Class	Order	Superfamily	Family	Genus	SubGenusName	SpeciesEpithet	AuthorString	GSDNameStatus	Sp2000NameStatus	IsExtinct	HasPreHolocene	HasModern	LifeZone	AdditionalData	LTSSpecialists	LTSDate	SpeciesURL	GSDTaxonGUID	GSDNameGUID
190	Plantae	Tracheophyta	Cycadopsida			Cycadaceae	Cycas		pygmaea	Blume		4	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
191	Plantae	Tracheophyta	Cycadopsida			Cycadaceae	Cycas		revoluta	Thunb.		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
196	Plantae	Tracheophyta	Cycadopsida			Cycadaceae	Cycas		riuminiana	Porte ex Regel		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
197	Plantae	Tracheophyta	Cycadopsida			Cycadaceae	Cycas		rumphii	Miq.		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
595	Plantae	Tracheophyta	Cycadopsida			Cycadaceae	Cycas		sainathii	R.C.Srivast.		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
202	Plantae	Tracheophyta	Cycadopsida			Cycadaceae	Cycas		sancti-lasallei	Agoo & Madulid		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
203	Plantae	Tracheophyta	Cycadopsida			Cycadaceae	Cycas		saxatilis	K.D.Hill & A.Lindstr.		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
204	Plantae	Tracheophyta	Cycadopsida			Cycadaceae	Cycas		schumanniana	Lauterb.		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
205	Plantae	Tracheophyta	Cycadopsida			Cycadaceae	Cycas		scratchleyana	F.Muell.		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
206	Plantae	Tracheophyta	Cycadopsida			Cycadaceae	Cycas		seemannii	Braun		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
207	Plantae	Tracheophyta	Cycadopsida			Cycadaceae	Cycas		segmentifida	D.Yue Wang & C.Y.Deng		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
208	Plantae	Tracheophyta	Cycadopsida			Cycadaceae	Cycas		semota	K.D.Hill		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
815	Plantae	Tracheophyta	Cycadopsida			Cycadaceae	Cycas		seshachalamensis	P.V.C.Rao, N.V.S.Prasad, P.M.Babu, K.Prassad & Prasanna		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
210	Plantae	Tracheophyta	Cycadopsida			Cycadaceae	Cycas		sexseminifera	F.N.Wei		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
213	Plantae	Tracheophyta	Cycadopsida			Cycadaceae	Cycas		siamensis	Miq.		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
215	Plantae	Tracheophyta	Cycadopsida			Cycadaceae	Cycas		silvestris	K.D.Hill		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
216	Plantae	Tracheophyta	Cycadopsida			Cycadaceae	Cycas		simplicipinna	(Smitinand) K.D.Hill		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
217	Plantae	Tracheophyta	Cycadopsida			Cycadaceae	Cycas		sphaerica	Roxb.		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
219	Plantae	Tracheophyta	Cycadopsida			Cycadaceae	Cycas		sundaica	Miq. ex A.Lindstr. & K.D.Hill		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
221	Plantae	Tracheophyta	Cycadopsida			Cycadaceae	Cycas		szechuanensis	W.C.Cheng & L.K.Fu		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
223	Plantae	Tracheophyta	Cycadopsida			Cycadaceae	Cycas		taitungensis	C.F.Shen, K.D.Hill, C.H.Tsou & C.J.Chen		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
224	Plantae	Tracheophyta	Cycadopsida			Cycadaceae	Cycas		taiwaniana	Carruth.		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
225	Plantae	Tracheophyta	Cycadopsida			Cycadaceae	Cycas		tanqingii	D.Yue Wang		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
226	Plantae	Tracheophyta	Cycadopsida			Cycadaceae	Cycas		tansachana	K.D.Hill & S.L.Yang		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
227	Plantae	Tracheophyta	Cycadopsida			Cycadaceae	Cycas		terryana	P.I.Forst.		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
228	Plantae	Tracheophyta	Cycadopsida			Cycadaceae	Cycas		thouarsii	R.Br. ex Gaudich.		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
229	Plantae	Tracheophyta	Cycadopsida			Cycadaceae	Cycas		tonkinensis	(L.Linden & Rodigas) Rodigas		4	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
230	Plantae	Tracheophyta	Cycadopsida			Cycadaceae	Cycas		tropophylla	K.D.Hill & P.K.Lôc		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
232	Plantae	Tracheophyta	Cycadopsida			Cycadaceae	Cycas		tuckeri	K.D.Hill		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
234	Plantae	Tracheophyta	Cycadopsida			Cycadaceae	Cycas		vespertilio	A.Lindstr. & K.D.Hill		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
235	Plantae	Tracheophyta	Cycadopsida			Cycadaceae	Cycas		wadei	Merr.		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
238	Plantae	Tracheophyta	Cycadopsida			Cycadaceae	Cycas		xipholepis	K.D.Hill		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
239	Plantae	Tracheophyta	Cycadopsida			Cycadaceae	Cycas		yorkiana	K.D.Hill		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
240	Plantae	Tracheophyta	Cycadopsida			Cycadaceae	Cycas		zambalensis	Madulid & Agoo		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
241	Plantae	Tracheophyta	Cycadopsida			Cycadaceae	Cycas		zeylanica	(J.Schust.) A.Lindstr. & K.D.Hill		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
244	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Dioon		angustifolium	Miq.		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
245	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Dioon		argenteum	T.J.Greg., Chemnick, Salas-Mor. & Vovides		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
246	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Dioon		califanoi	De Luca & Sabato		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
247	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Dioon		caputoi	De Luca, Sabato & Vázq.Torres		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
248	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Dioon		edule	Lindl.		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
255	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Dioon		holmgrenii	De Luca, Sabato & Vázq.Torres		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
257	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Dioon		mejiae	Standl. & L.O.Williams		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
258	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Dioon		merolae	De Luca, Sabato & Vázq.Torres		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
740	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Dioon		planifolium	Salas-Mor., Chemnick & T.J.Greg.		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
259	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Dioon		purpusii	Rose		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
260	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Dioon		rzedowskii	De Luca, A.Moretti, Sabato & Vázq.Torres		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
261	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Dioon		sonorense	(De Luca, Sabato & Vázq.Torres) Chemnick, T.J.Greg. & Salas-Mor.		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
262	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Dioon		spinulosum	Dyer ex Eichler		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
263	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Dioon		stevensonii	Nic.-Mor. & Vovides		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
265	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Dioon		tomasellii	De Luca, Sabato & Vázq.Torres		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
827	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Dioon		vovidesii	Gut.Ortega & Pérez-Farr.		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
271	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Encephalartos		aemulans	Vorster		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
272	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Encephalartos		altensteinii	Lehm.		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
273	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Encephalartos		aplanatus	Vorster		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
274	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Encephalartos		arenarius	R.A.Dyer		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
275	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Encephalartos		barteri	Carruth. ex Miq.		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
278	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Encephalartos		brevifoliolatus	Vorster		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
279	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Encephalartos		bubalinus	Melville		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
280	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Encephalartos		caffer	(Thunb.) Lehm.		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
281	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Encephalartos		cerinus	Lavranos & D.L.Goode		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
282	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Encephalartos		chimanimaniensis	R.A.Dyer & I.Verd.		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
283	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Encephalartos		concinnus	R.A.Dyer & I.Verd.		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
284	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Encephalartos		cupidus	R.A.Dyer		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
285	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Encephalartos		cycadifolius	(Jacq.) Lehm.		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
286	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Encephalartos		delucanus	Malaisse, Sclavo & Crosiers		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
287	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Encephalartos		dolomiticus	Lavranos & D.L.Goode		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
288	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Encephalartos		dyerianus	Lavranos & D.L.Goode		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
289	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Encephalartos		equatorialis	P.J.H.Hurter		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
290	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Encephalartos		eugene-maraisii	I.Verd.		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
293	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Encephalartos		ferox	G.Bertol		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
295	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Encephalartos		friderici-guilielmi	Lehm.		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
296	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Encephalartos		ghellinckii	Lem.		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
298	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Encephalartos		gratus	Prain		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
299	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Encephalartos		heenanii	R.A.Dyer		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
300	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Encephalartos		hildebrandtii	A.Braun & C.D.Bouché		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
302	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Encephalartos		hirsutus	P.J.H.Hurter		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
303	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Encephalartos		horridus	(Jacq.) Lehm.		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
305	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Encephalartos		humilis	I.Verd.		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
307	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Encephalartos		inopinus	R.A.Dyer		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
308	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Encephalartos		ituriensis	Bamps & Lisowski		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
310	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Encephalartos		kisambo	Faden & Beentje		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
312	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Encephalartos		laevifolius	Stapf & Burtt Davy		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
313	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Encephalartos		lanatus	Stapf & Burtt Davy		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
316	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Encephalartos		latifrons	Lehm.		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
317	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Encephalartos		laurentianus	De Wild.		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
318	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Encephalartos		lebomboensis	I.Verd.		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
319	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Encephalartos		lehmannii	Lehm.		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
321	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Encephalartos		longifolius	(Jacq.) Lehm.		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
728	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Encephalartos		mackenii	W.Bull		4	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
322	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Encephalartos		mackenziei	L.E.Newton		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
323	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Encephalartos		macrostrobilus	S.Jones & Wynants		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
730	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Encephalartos		majesticus	W.Bull		4	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
324	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Encephalartos		manikensis	(Gilliland) Gilliland		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
326	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Encephalartos		marunguensis	Devred		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
328	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Encephalartos		middelburgensis	Vorster, Robbertse & S.van der Westh.		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
329	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Encephalartos		msinganus	Vorster		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
330	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Encephalartos		munchii	R.A.Dyer & I.Verd.		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
332	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Encephalartos		natalensis	R.A.Dyer & I.Verd.		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
333	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Encephalartos		ngoyanus	I.Verd.		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
334	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Encephalartos		nubimontanus	P.J.H.Hurter		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
335	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Encephalartos		paucidentatus	Stapf & Burtt Davy		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
336	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Encephalartos		poggei	Asch.		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
337	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Encephalartos		princeps	R.A.Dyer		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
338	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Encephalartos		pterogonus	R.A.Dyer & I.Verd.		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
339	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Encephalartos		pungens	(L.f.) Lehm.		4	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
340	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Encephalartos		relictus	P.J.H.Hurter		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
341	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Encephalartos		schaijesii	Malaisse, Sclavo & Crosiers		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
342	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Encephalartos		schmitzii	Malaisse		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
343	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Encephalartos		sclavoi	A.Moretti, D.W.Stev. & De Luca		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
344	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Encephalartos		senticosus	Vorster		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
345	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Encephalartos		septentrionalis	Schweinf.		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
346	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Encephalartos		spinulosus	Lehm.		4	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
349	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Encephalartos		tegulaneus	Melville		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
351	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Encephalartos		transvenosus	Stapf & Burtt Davy		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
353	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Encephalartos		trispinosus	(Hook.) R.A.Dyer		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
354	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Encephalartos		turneri	Lavranos & D.L.Goode		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
355	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Encephalartos		umbeluziensis	R.A.Dyer		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
358	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Encephalartos		villosus	Lem.		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
360	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Encephalartos		whitelockii	P.J.H.Hurter		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
361	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Encephalartos		woodii	Sander ex J.M.Wood		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
371	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Lepidozamia		hopei	Regel		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
372	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Lepidozamia		peroffskyana	Regel		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
375	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Macrozamia		cardiacensis	P.I.Forst. & D.L.Jones		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
376	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Macrozamia		communis	L.A.S.Johnson		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
377	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Macrozamia		concinna	D.L.Jones		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
