ReferenceID	Authors	Year	Title	Details
Cyd-Ref-384	L.A.S.Johnson	1959		In: Proc. Linn. Soc. New South Wales, ser. 2, 84(1): 98
Cyd-Ref-385	W.Hill ex F.M.Bailey	1883		In: Syn. Queensl. Fl.: 500
Cyd-Ref-386	C.A.Gardner	1930		In: Enum. Pl. Austral. Occ.: 3
Cyd-Ref-735	W.Bull	1873		In: Gard. Chron. 30(11): 358
Cyd-Ref-387	K.D.Hill & D.L.Jones	1998		In: Fl. Australia 48: 718
Cyd-Ref-734	W.Bull	1873		In: Gard. Chron. 30(11): 358
Cyd-Ref-388	C.Moore	1884		In: J. Proc. Roy. Soc. New S. Wales 17: 120
Cyd-Ref-389	D.L.Jones	1991		In: Austrobaileya 3(3): 481
Cyd-Ref-390	C.Moore	1884		In: J. Proc. Roy. Soc. New S. Wales 17: 121
Cyd-Ref-391	Miq.	1842		In: Monogr. Cycad.: 37
Cyd-Ref-392	D.L.Jones	1998		In: Fl. Australia 48: 718-719
Cyd-Ref-393	C.Moore	1884		In: J. Proc. Roy. Soc. New S. Wales 17: 122
Cyd-Ref-394	C.Moore	1883		In: J. Proc. Roy. Soc. New S. Wales 17: 116
Cyd-Ref-586	W.Hill	1886		In: Syn. Queensl. Fl. Suppl. 1: 52
Cyd-Ref-395	D.L.Jones	1998		In: Fl. Australia 48: 719
Cyd-Ref-396	D.L.Jones & K.D.Hill	1992		In: Telopea 5(1): 31
Cyd-Ref-397	D.L.Jones	1991		In: Austrobaileya 3(3): 483
Cyd-Ref-398	P.I.Forst. & D.L.Jones	1998		In: Fl. Australia 48: 717
Cyd-Ref-399	L.A.S.Johnson	1959		In: Proc. Linn. Soc. New South Wales, ser. 2, 84(1): 102
Cyd-Ref-400	A.DC.	1868		In: Prodr. [A. P. de Candolle] 16(2): 537
Cyd-Ref-401	P.I.Forst. & D.L.Jones	1994		In: Austrobaileya 4(2): 276
Cyd-Ref-402	Mast.	1877		In: Gard. Chron., n.s. 7(178): 665
Cyd-Ref-738	W.Bull	1877		In: Retail List [Bull] No. 129: 7
Cyd-Ref-403	Miq.	1868		In: Arch. Néerl. Sci. Exact. Nat. 3: 250
Cyd-Ref-404	A.DC.	1868		In: Prodr. [A. P. de Candolle] 16(2): 535
Cyd-Ref-405	K.D.Hill	1998		In: Fl. Australia 48: 717
Cyd-Ref-406	F.Muell.	1881		In: Australas. Chem. Druggist 4: 84
Cyd-Ref-407	F.M.Bailey	1886		In: Syn. Queensl. Fl. Suppl. 1: 50
Cyd-Ref-408	D.L.Jones & P.I.Forst.	1994		In: Austrobaileya 4(2): 278, fig. 5
Cyd-Ref-409	A.DC.	1868		In: Prodr. [A. P. de Candolle] 16(2): 535
Cyd-Ref-410	P.I.Forst. & D.L.Jones	1994		In: Austrobaileya 4(2): 279-281, fig. 6
Cyd-Ref-411	W.Hill & F.Muell.	1859		In: Fragm. (Mueller) 1(4): 86
Cyd-Ref-412	L.A.S.Johnson	1959		In: Proc. Linn. Soc. New South Wales, ser. 2, 84(1): 109
Cyd-Ref-713		1959		In: Proc. Linn. Soc. New South Wales, ser. 2, 84(1): 108-109
Cyd-Ref-413	L.A.S.Johnson	1959		In: Proc. Linn. Soc. New South Wales, ser. 2, 84(1): 108
Cyd-Ref-414	Miq.	1868		In: Arch. Néerl. Sci. Exact. Nat. 3: 252
Cyd-Ref-415	F.M.Bailey	1898		In: Queensland Agric. J. 3: 356
Cyd-Ref-616	W.Bull	1874		In: Gard. Chron., n.s. 1(17): 532
Cyd-Ref-416	D.L.Jones	1991		In: Austrobaileya 3(3): 484
Cyd-Ref-417	D.L.Jones	1998		In: Fl. Australia 48: 718
Cyd-Ref-599	Lehm.	1844		In: Nov. Stirp. Pug. 8: 31
Cyd-Ref-419	K.D.Hill & D.L.Jones	1998		In: Fl. Australia 48: 718
Cyd-Ref-420	C.A.Gardner	1930		In: Enum. Pl. Austral. Occ.: 3
Cyd-Ref-421	C.Moore	1884		In: J. Proc. Roy. Soc. New S. Wales 17: 122
Cyd-Ref-422	D.L.Jones & P.I.Forst.	2001		In: Austrobaileya 6(1): 90-92, figs. 20-21
Cyd-Ref-423	Miq.	1842		In: Monogr. Cycad.: 36
Cyd-Ref-736	W.Bull	1873		In: Retail List [Bull] No. 83: 8
Cyd-Ref-732	W.Bull	1873		In: Retail List [Bull] No. 83: 187
Cyd-Ref-424	L.A.S.Johnson	1959		In: Proc. Linn. Soc. New South Wales, ser. 2, 84(1): 106
Cyd-Ref-588	Regel	1876		In: Gartenflora 25: 229
Cyd-Ref-425	D.L.Jones & P.I.Forst.	1994		In: Austrobaileya 4(2): 281-283, fig. 7
Cyd-Ref-427	A.DC.	1868		In: Prodr. [A. P. de Candolle] 16(2): 538
Cyd-Ref-748	Kuntze	1891		In: Revis. Gen. Pl. 2: 803
Cyd-Ref-749	Kuntze	1891		In: Revis. Gen. Pl. 2: 803
Cyd-Ref-750	Kuntze	1891		In: Revis. Gen. Pl. 2: 803
Cyd-Ref-751	Kuntze	1891		In: Revis. Gen. Pl. 2: 803
Cyd-Ref-752	Kuntze	1891		In: Revis. Gen. Pl. 2: 803
Cyd-Ref-753	Kuntze	1891		In: Revis. Gen. Pl. 2: 803
Cyd-Ref-754	Kuntze	1891		In: Revis. Gen. Pl. 2: 803
Cyd-Ref-755	Kuntze	1891		In: Revis. Gen. Pl. 2: 803
Cyd-Ref-756	Kuntze	1891		In: Revis. Gen. Pl. 2: 803
Cyd-Ref-757	Kuntze	1891		In: Revis. Gen. Pl. 2: 803
Cyd-Ref-758	Kuntze	1891		In: Revis. Gen. Pl. 2: 803
Cyd-Ref-759	Kuntze	1891		In: Revis. Gen. Pl. 2: 803
Cyd-Ref-760	Kuntze	1891		In: Revis. Gen. Pl. 2: 803
Cyd-Ref-761	Kuntze	1891		In: Revis. Gen. Pl. 2: 803
Cyd-Ref-762	Kuntze	1891		In: Revis. Gen. Pl. 2: 803
Cyd-Ref-763	Kuntze	1891		In: Revis. Gen. Pl. 2: 803
Cyd-Ref-764	Kuntze	1891		In: Revis. Gen. Pl. 2: 803
Cyd-Ref-765	Kuntze	1891		In: Revis. Gen. Pl. 2: 803
Cyd-Ref-766	Kuntze	1891		In: Revis. Gen. Pl. 2: 803
Cyd-Ref-767	Kuntze	1891		In: Revis. Gen. Pl. 2: 803
Cyd-Ref-768	Kuntze	1891		In: Revis. Gen. Pl. 2: 803
Cyd-Ref-769	Kuntze	1891		In: Revis. Gen. Pl. 2: 803
Cyd-Ref-770	Kuntze	1891		In: Revis. Gen. Pl. 2: 803
Cyd-Ref-771	Kuntze	1891		In: Revis. Gen. Pl. 2: 803
Cyd-Ref-772	Kuntze	1891		In: Revis. Gen. Pl. 2: 803
Cyd-Ref-773	Kuntze	1891		In: Revis. Gen. Pl. 2: 803
Cyd-Ref-774	Kuntze	1891		In: Revis. Gen. Pl. 2: 803
Cyd-Ref-429	Zucc.	1845		In: Abh. Math.-Phys. Cl. Königl. Bayer. Akad. Wiss. 4(2): 23, t. 4
Cyd-Ref-430	Baill.	1894		In: Hist. Pl. (Baillon) 12: 68, in adnot.
Cyd-Ref-431	Regel	1874		In: Gartenflora 23: 163, t. 798
Cyd-Ref-432	T.Moore	1853		In: Hooker's J. Bot. Kew Gard. Misc. 5: 228
Cyd-Ref-433	W.Bull	1872		In: Retail List [Bull] No. 72: 8
Cyd-Ref-436	Oerst. ex Dyer	1884		In: Biol. Cent.-Amer., Bot. 3: 194
Cyd-Ref-437	Millsp.	1900		In: Publ. Field Columb. Mus., Bot. Ser. 2(1): 23
Cyd-Ref-438	D.W.Stev.	2001		In: Fl. Colombia (1983+) 21: 33, fig. 3
Cyd-Ref-439	D.W.Stev.	1987		In: Fairchild Trop. Gard. Bull. 42(3): 26
Cyd-Ref-440	W.Bull ex Mast.	1878		In: Gard. Chron., n.s. 10(261): 810
Cyd-Ref-441	Jacq.	1791		In: Collectanea [Jacquin] 3: 263-265
Cyd-Ref-715		1878		In: Gartenflora 27: 13
Cyd-Ref-584	Regel	1878		In: Gartenflora 27: 13
Cyd-Ref-745	Regel	1878		In: Gartenflora 27: 13
Cyd-Ref-746	Regel	1878		In: Gartenflora 27: 13
Cyd-Ref-583	Regel	1878		In: Gartenflora 27: 13
Cyd-Ref-442	Miq.	1851		In: Nieuwe Verh. Eerste Kl. Kon. Ned. Inst. Wetensch. Amsterdam 3(4): 184
Cyd-Ref-51	Hort. ex Regel	1876		In: Trudy Imp. S.-Peterburgsk. Bot. Sada 4(4): 308
Cyd-Ref-443	Mast.	1868		In: Gard. Chron. 25(14): 349
Cyd-Ref-444	A.DC.	1868		In: Prodr. [A. P. de Candolle] 16(2): 540
Cyd-Ref-445	Wedd.	1849		In: Ann. Sci. Nat., Bot. ser. 3, 13: 249, pl. 3
Cyd-Ref-446	Schutzman, R.S.Adams, J.L.Haynes & Whitelock	2008		In: Cycad Newslett. 31(2-3): 22-26, figs 1-16, 18-19
Cyd-Ref-426	Thunb.	1800		In: Prodr. Pl. Cap. 2: 92
Cyd-Ref-447	Miq.	1852		In: Fl. Serres Jard. Eur. 7(6): 141
Cyd-Ref-448	J.Schust.	1932		In: in Engler, Pflanzenr. 99: 153
Cyd-Ref-449	Seem.	1854		In: Bot. Voy. Herald 6: 201-203, t. 43
Cyd-Ref-450	Vovides, Schutzman & Dehgan	1988		In: Bot. Gaz. 149(3): 351
Cyd-Ref-451	Dressler & D.W.Stev.	1993		In: Brittonia 45(1): 5-6, fig. 2
Cyd-Ref-452	Ducke	1922		In: Arch. Jard. Bot. Rio de Janeiro 3: 20, pl. 1
Cyd-Ref-453	Dyer	1884		In: Biol. Cent.-Amer., Bot. 3: 195
Cyd-Ref-454	Jacq.	1801		In: Fragm. Bot.: 27, tt. 25-26
Cyd-Ref-455	S.Brunner	1825		In: Flora 8: 733
Cyd-Ref-456	L.f.	1782		In: Suppl. Pl.: 443
Cyd-Ref-457	L.f.	1789		In: Hort. Kew. (W. Aiton) 3: 478
Cyd-Ref-458	Calonje, Meerman, M.P.Griff. & Hoese	2009		In: J. Bot. Res. Inst. Texas 3(1): 31-41, figs. 1-3
Cyd-Ref-459	Voigt	1828		In: Syll. Pl. Nov. 2: 53
Cyd-Ref-460	D.W.Stev. & Sabato	2001		In: Fl. Colombia (1983+) 21: 38-40, fig. 4
Cyd-Ref-461	D.W.Stev.	1993		In: Brittonia 45(1): 6, fig. 3
Cyd-Ref-15	Schutzman, Vovides & R.S.Adams	1998		In: Phytologia 85(3): 140144, f. 1, 3a, 4
Cyd-Ref-462	Schutzman, Vovides & R.S.Adams	2003		In: Phytologia 85(6): 389 (1998 publ. 21 Aug. 2003)
Cyd-Ref-463	D.W.Stev.	2001		In: Fl. Colombia (1983+) 21: 40-42, fig. 5
Cyd-Ref-464	O.F.Cook & G.N.Collins	1903		In: Contr. U.S. Natl. Herb. 8(2): 267
Cyd-Ref-465	L.D.Gómez	1982		In: Phytologia 50(6): 401-404
Cyd-Ref-466	Miq.	1845		In: Hort. Vanhoutt. 1(1): 20
Cyd-Ref-467	A.DC.	1868		In: Prodr. [A. P. de Candolle] 16(2): 544
Cyd-Ref-716		2001		In: Novon 11(3): 363
Cyd-Ref-787	J.Schust.	1932		In: in Engler, Pflanzenr. 99: 151-152
Cyd-Ref-788	J.Schust.	1932		In: in Engler, Pflanzenr. 99: 152
Cyd-Ref-242	D.B.Ward	2001		In: Novon 11(3): 363
Cyd-Ref-468	L.f.	1789		In: Hort. Kew. (W. Aiton) 3: 477
Cyd-Ref-717		1868		In: Prodr. [A. P. de Candolle] 16(2): 541
Cyd-Ref-469	Miq.	1868		In: Prodr. [A. P. de Candolle] 16(2): 541
Cyd-Ref-470	de Vriese	1845		In: Tijdschr. Natuurl. Gesch. Physiol. 12: 24
Cyd-Ref-471	Dodson	1998		In: Novon 8(1): 12-14, fig. 1a-f
Cyd-Ref-472	R.H.Acuña	2010		In: Brenesia 73-74: 29-33, fig. 1
Cyd-Ref-473	Pérez-Farr., Vovides & Mart.-Camilo	2012		In: Nordic J. Bot. 30(5): 565-570
Cyd-Ref-474	Carabia	1941		In: Caribbean Forest. 2: 89
Cyd-Ref-475	Sauvalle	1868		In: Anales Acad. Ci. Med. Habana 5: 54-55
Cyd-Ref-476	A.S.Taylor, J.L.Haynes & Holzman	2008		In: Bot. J. Linn. Soc. 158(3): 399-429, figs. 6, 7a, 8a
Cyd-Ref-477	S.Calderón & Standl.	1924		In: J. Wash. Acad. Sci. 14(4): 93-94, fig. 1
Cyd-Ref-478	Jacq.	1801		In: Fragm. Bot.: 27-28, tt. 27, 28
Cyd-Ref-479	Calonje, H.E.Esquivel & D.W.Stev.	2012		In: Caldasia 34(2): 283-290
Cyd-Ref-480	Salisb.	1796		In: Prodr. Stirp. Chap. Allerton: 400
Cyd-Ref-481	D.W.Stev.	2001		In: Fl. Colombia (1983+) 21: 43-44, fig. 6
Cyd-Ref-482	A.S.Taylor, J.L.Haynes & Holzman	2008		In: Bot. J. Linn. Soc. 158(3): 399-429, figs. 7c, 8c, 11
Cyd-Ref-483	A.Lindstr. & Idárraga	2009		In: Phytotaxa 2: 29-34, figs. 1-3
Cyd-Ref-484	Vovides, J.D.Rees & Vázq.Torres	1983		In: Fl. Veracruz 26: 22-24, fig. 3
Cyd-Ref-485	L.f.	1789		In: Hort. Kew. (W. Aiton) 3: 478
Cyd-Ref-821	D.B.Ward	2016		In: Phytologia 98(3): 175
Cyd-Ref-822	D.B.Ward	2016		In: Phytologia 98(3): 175
Cyd-Ref-823		2016		In: Phytologia 98(3): 174
Cyd-Ref-824	D.B.Ward	2016		In: Phytologia 98(3): 176
Cyd-Ref-825	D.B.Ward	2016		In: Phytologia 98(3): 174
Cyd-Ref-486	D.W.Stev.	1993		In: Brittonia 45(1): 7-9, fig. 4
Cyd-Ref-487	R.E.Schult.	1953		In: Mutisia 15: 2, fig. p. 5 s.n.
Cyd-Ref-488	E.Rettig	1896		In: Gartenflora 45: 148-149, fig. 31
Cyd-Ref-489	Miq.	1842		In: Monogr. Cycad.: 71, t. 8
Cyd-Ref-490	Schutzman & Vovides	1998		In: Novon 8(4): 441-446, figs. 1-3
Cyd-Ref-491	Salisb.	1796		In: Prodr. Stirp. Chap. Allerton: 400
Cyd-Ref-492	Jacq.	1801		In: Fragm. Bot.: 28, tt. 30-31
Cyd-Ref-493	Lodd. ex Miq.	1849		In: Tijdschr. Wis-Natuurk. Wetensch. Eerste Kl. Kon. Ned. Inst. Wetensch. 2(4): 298
Cyd-Ref-494	Prenlel.	1872		In: Bull. Soc. Vaud. Sci. Nat. 11: 278
Cyd-Ref-495	Dyer	1884		In: Biol. Cent.-Amer., Bot. 3: 195
Cyd-Ref-496	Ducke	1915		In: Arch. Jard. Bot. Rio de Janeiro 1: 9-10, pls 1-2
Cyd-Ref-497	Miq.	1847		In: Linnaea 19(4): 425
Cyd-Ref-498	Regel	1876		In: Trudy Imp. S.-Peterburgsk. Bot. Sada 4(4): 307
Cyd-Ref-499	Regel	1876		In: Trudy Imp. S.-Peterburgsk. Bot. Sada 4(4): 307
Cyd-Ref-718		1876		In: Trudy Imp. S.-Peterburgsk. Bot. Sada 4(4): 307
Cyd-Ref-500	Regel ex André	1875		In: Ill. Hort. 22: 23, pl. 195
Cyd-Ref-501	Warsz. ex A.Dietr.	1851		In: Allg. Gartenzeitung 19: 145-146, fig. s.n.
Cyd-Ref-826	D.W.Stev., D.Cárdenas & N.Castaño	2018		In: Brittonia 70(3): 364 [epublished 19 Jun 2018]
Cyd-Ref-502	Miq.	1843		In: Tijdschr. Natuurl. Gesch. Physiol. 10: 72-73
Cyd-Ref-503	Regel	1857		In: Bull. Soc. Imp. Naturalistes Moscou 30(1): 190
Cyd-Ref-719		1857		In: Bull. Soc. Imp. Naturalistes Moscou 30(1): 190
Cyd-Ref-504	J.Schust.	1932		In: in Engler, Pflanzenr. 99: 147
Cyd-Ref-505	Regel	1857		In: Bull. Soc. Imp. Naturalistes Moscou 30(1): 190
Cyd-Ref-506	Jacq.	1801		In: Fragm. Bot.: 28, t. 29
Cyd-Ref-507	Britton	1907		In: Bull. New York Bot. Gard. 5(18): 311
Cyd-Ref-508	D.W.Stev.	2004		In: Cycad Classific. Concepts & Recommend.: 185-186, fig. 14.7
Cyd-Ref-509	R.E.Schult.	1958		In: Bot. Mus. Leafl. 18: 114, pl. 18
Cyd-Ref-510	Miq.	1844		In: Linnaea 18(1): 97-98
Cyd-Ref-511	Linden ex Regel	1876		In: Trudy Imp. S.-Peterburgsk. Bot. Sada 4(4): 310, t. 926, fig. e
Cyd-Ref-512	Jacq.	1798		In: Pl. Rar. Hort. Schoenbr. 3: 77, tt. 397, 398
Cyd-Ref-775	J.Schust.	1932		In: in Engler, Pflanzenr. 99: 155-157
Cyd-Ref-777	J.Schust.	1932		In: in Engler, Pflanzenr. 99: 157
Cyd-Ref-780	J.Schust.	1932		In: in Engler, Pflanzenr. 99: 154-155
Cyd-Ref-781	J.Schust.	1932		In: in Engler, Pflanzenr. 99: 155
Cyd-Ref-776	J.Schust.	1932		In: in Engler, Pflanzenr. 99: 157-158
Cyd-Ref-782	J.Schust.	1932		In: in Engler, Pflanzenr. 99: 158
Cyd-Ref-779	J.Schust.	1932		In: in Engler, Pflanzenr. 99: 158
Cyd-Ref-778	J.Schust.	1932		In: in Engler, Pflanzenr. 99: 158
Cyd-Ref-513	Calonje	2009		In: J. Bot. Res. Inst. Texas 3(1): 23-29, figs. 1-2
Cyd-Ref-514	D.W.Stev.	2001		In: Fl. Colombia (1983+)21: 55, fig. 11
Cyd-Ref-515	Miq.	1861		In: Prodr. Syst. Cycad.: 13-14, 25-26
Cyd-Ref-737	W.Bull	1876		In: Retail List [Bull] No. 121: 149
Cyd-Ref-516	Braun	1875		In: Monatsber. Königl. Preuss. Akad. Wiss. Berlin: 376-377
Cyd-Ref-517	Chamb.	1926		In: Bot. Gaz. 81(2): 219, 223, figs. 1-3
Cyd-Ref-518	A.DC.	1868		In: Prodr. [A. P. de Candolle] 16(2): 545
Cyd-Ref-519	Willd.	1806		In: Sp. Pl., ed. 4 [Willdenow] 4: 847-848
Cyd-Ref-520	Miq.	1842		In: Monogr. Cycad.: 66
Cyd-Ref-720		1842		In: Monogr. Cycad.: 66
Cyd-Ref-521	Miq.	1843		In: Tijdschr. Natuurl. Gesch. Physiol. 10: 71-72
Cyd-Ref-434	A.Lindstr., Calonje, D.W.Stev. & A.S.Taylor	2013		In: Phytotaxa 98(2): 2742, figs. 6-7
Cyd-Ref-435	de Vriese	1838		In: Tijdschr. Natuurl. Gesch. Physiol. 4:(4) 421
Cyd-Ref-522	A.S.Taylor, J.L.Haynes & Holzman	2008		In: Bot. J. Linn. Soc. 158(3): 399-429, figs. 7b, 8b, 10
Cyd-Ref-523	D.W.Stev.	1993		In: Brittonia 45(1): 10, fig. 5
Cyd-Ref-524	Linden ex Wittm.	1897		In: Gartenflora 46: 358
Cyd-Ref-525	Ducke	1922		In: Arch. Jard. Bot. Rio de Janeiro 3: 19
Cyd-Ref-526	A.Braun	1875		In: Monatsber. Königl. Preuss. Akad. Wiss. Berlin: 376
Cyd-Ref-527	Regel ex Ducos	1877		In: Ill. Hort. 24: 140, pl. 289
Cyd-Ref-528	E.Calderón & D.W.Stev.	2003		In: Revista Acad. Colomb. Ci. Exact. 27(105): 486-490
Cyd-Ref-529	C.Nelson & Sandoval	2008		In: Ceiba 49(1): 135-136, figs. 1-6
Cyd-Ref-530	C.Nelson	2006		In: Ceiba 46(1): 42, figs. 11-13
Cyd-Ref-531	Miq.	1844		In: Linnaea 17(6): 740
Cyd-Ref-532	Salisb.	1796		In: Prodr. Stirp. Chap. Allerton: 401
Cyd-Ref-582	Poepp. ex Eichler	1863		In: Fl. Bras. (Martius) 4(1): 414
Cyd-Ref-830	Calonje	2018		In: Phytotaxa 385(2): 85-93. 2018 [epublished 27 Dec 2018]
Cyd-Ref-533	Wieland	1916		In: Amer. Foss. Cycads 2: 212, fig. 86
Cyd-Ref-534	Dyer	1884		In: Biol. Cent.-Amer., Bot. 3: 194
Cyd-Ref-535	Mart. & Eichler	1863		In: Fl. Bras. (Martius) 4(1): 414-416, t. 109
Cyd-Ref-536	D.W.Stev., A.Moretti & Vázq.Torres	1998		In: Delpinoa 37-38: 3-8, fig. 1 (199596 issued 1998)
Cyd-Ref-537	Urb.	1899		In: Symb. Antill. 1(2): 291
Cyd-Ref-538	Hort. ex Miq.	1869		In: Verh. Kon. Ned. Akad. Wetensch., Afd. Natuurk. 2(4): 30
Cyd-Ref-539	W.Bull	1881		In: Retail List [Bull]: No. 176: 20
Cyd-Ref-654	Rob.	1876		In: The Garden 9: 559
Cyd-Ref-48	L.D.Gómez	1982		In: Phytologia 50(6): 401-404
Cyd-Ref-540	L.D.Gómez ex D.W.Stev. & Sabato	1986		In: Taxon 35(1): 141
Cyd-Ref-541	J.Yates	1854		In: Bot. Voy. Herald 6: 201-203, 253
Cyd-Ref-542	L.	1763		In: Sp. Pl. ed. 2. 2: 1659
Cyd-Ref-819		1981		In: J. Arnold Arbor. 61: 719
Cyd-Ref-783	Eckenw.	1981		In: J. Arnold Arbor. 61: 719
Cyd-Ref-543	L.f.	1789		In: Hort. Kew. (W. Aiton) 3: 478
Cyd-Ref-544	Vovides, J.D.Rees & Vázq.Torres	1983		In: Fl. Veracruz 26: 28-31, fig. 5
Cyd-Ref-545	Sims	1815		In: Bot. Mag. 42: t.1741
Cyd-Ref-784	J.Schust.	1932		In: in Engler, Pflanzenr. 99: 152-153
Cyd-Ref-785	J.Schust.	1932		In: in Engler, Pflanzenr. 99: 153
Cyd-Ref-786	Miq.	1868		In: Prodr. [A. P. de Candolle] 16(2): 543-544
Cyd-Ref-546	Calonje, D.W.Stev. & A.Lindstr.	2010		In: Brittonia 62(1): 80-85, figs. 1-2
Cyd-Ref-547	A.Lindstr.	2009		In: Taxon 58(1): 268
Cyd-Ref-548	Linden	1873		In: Cat. General 90: 10
Cyd-Ref-549	C.Nelson	2006		In: Ceiba 46(1): 41-42, figs. 1-10
Cyd-Ref-550	Britton	1916		In: Bull. Torrey Bot. Club 43: 462
Cyd-Ref-551	Small	1926		In: J. New York Bot. Gard. 27(318): 128, figs. 1,2
Cyd-Ref-552	Warsz. ex A.Dietr.	1851		In: Allg. Gartenzeitung 19: 146, fig. s.n.
Cyd-Ref-553	Schutzman, Vovides & Dehgan	1988		In: Bot. Gaz. 149(3): 347-351, figs. 1-3
Cyd-Ref-554	A.DC.	1868		In: Prodr. [A. P. de Candolle] 16(2): 539
Cyd-Ref-580	Salisb.	1796		In: Prodr. Stirp. Chap. Allerton : 401
Cyd-Ref-555	Schutzman	1984		In: Phytologia 55(5): 299-303
Cyd-Ref-556	Schutzman	1989		In: Syst. Bot. 14(2): 214-219, figs. 1-2
Cyd-Ref-557	A.S.Taylor & Holzman	2012		In: Bot. Rev. (Lancaster) 78(4): 335-344, figs. 1-4
Cyd-Ref-558	Miq.	1851		In: Nieuwe Verh. Eerste Kl. Kon. Ned. Inst. Wetensch. Amsterdam 3(4): 183
Cyd-Ref-559	Chamb.	1926		In: Bot. Gaz. 81(2): 223, 225, fig. 4
Cyd-Ref-729	W.Bull	1872		In: Retail List [Bull] No. 72: 8
Cyd-Ref-560	Willd.	1806		In: Sp. Pl., ed. 4 [Willdenow] 4(2): 846
Cyd-Ref-561	Calonje, H.E.Esquivel & D.W.Stev.	2011		In: Brittonia 63(4): 442-451 , figs. 1-2
Cyd-Ref-581	L.Linden & Rodigas	1885		In: Ill. Hort. 32: 27, pl. 547
Cyd-Ref-587	Willd.	1806		In: Sp. Pl., ed. 4 [Willdenow] 4(2): 845-846
Cyd-Ref-562	Donn.Sm.	1903		In: Bot. Gaz. 35(1): 8, pl. 1
Cyd-Ref-563	Dammer	1907		In: Verh. Bot. Vereins Prov. Brandenburg 48: 117-118
Cyd-Ref-652	Ducke	1922		In: Arch. Jard. Bot. Rio de Janeiro 3: 19
Cyd-Ref-721		1922		In: Arch. Jard. Bot. Rio de Janeiro 3: 19
Cyd-Ref-564	Small	1921		In: J. New York Bot. Gard. 22: 136, in adnot.
Cyd-Ref-565	B.Walln.	1996		In: Linzer Biol. Beitr. 28(2): 1056
Cyd-Ref-566	Warsz.	1845		In: Allg. Gartenzeitung 32: 252-253
Cyd-Ref-567	D.W.Stev., Sabato & De Luca	1998		In: Delpinoa 37-38: 9-17 , figs. 1-4 (199596 issued 1998)
Cyd-Ref-568	Mast.	1868		In: Gard. Chron. 25(14): 349
Cyd-Ref-569	Miq.	1869		In: Verh. Kon. Ned. Akad. Wetensch., Afd. Natuurk. 2(4): 31-32
Cyd-Ref-8	Braun	1875		In: Monatsber. Königl. Preuss. Akad. Wiss. Berlin: 376
Cyd-Ref-1	J.Schust.	1932		In: in Engler, Pflanzenr. 99: 149
Cyd-Ref-13	Miq.	1851		In: Nieuwe Verh. Eerste Kl. Kon. Ned. Inst. Wetensch. Amsterdam 3(4): 182
